text,x,y,z
Parttowhole,-32.198925,-19.332659,-2.0186422
Qualitative,17.532892,-30.855345,-12.352147
Relationship,-12.314451,-15.5223465,-13.549145
Building,30.959116,22.060028,6.2170014
Comparing,-18.613855,-16.061625,-24.80643
We,-31.90358,18.060272,0.2820477
primary,-16.406158,9.613964,4.4165425
Building,30.959116,22.060028,6.2170014
Comparing,-15.390202,-22.513184,-34.44504
Bar,15.731225,-6.9209332,16.554567
horizontal,-14.236983,-5.000218,10.792887
Building,19.28509,27.694403,-16.546606
Comparing,-15.390202,-22.513184,-34.44504
Can,-34.173218,5.7644935,16.901264
values,-3.793788,-15.230704,32.543736
Building,24.143967,34.140156,0.2869448
Comparing,-9.091691,-33.042255,-26.420103
Building,18.159513,28.194088,-14.803327
Comparing,-15.390202,-22.513184,-34.44504
Starting,11.118951,26.179132,12.128064
difference,-25.49173,-7.4052105,-24.559364
Building,20.669151,34.86184,-11.504259
Building,17.387146,32.57973,-14.989328
Breaking,6.1320095,6.4964876,-10.364062
more,-18.188845,5.6014943,-7.717652
It,-40.606144,10.892657,6.58753
Yet,-12.276579,15.37431,-7.4882517
Building,20.238962,29.297462,-15.685777
Building,19.20923,31.295109,-17.293814
What,-23.658972,10.921764,-33.83264
Try,-1.8631811,13.51722,-21.985865
Building,30.959116,22.060028,6.2170014
Use,0.46234143,19.382631,-12.798963
Building,21.812347,31.31399,-9.327876
Use,-1.6237388,17.792961,-14.782399
Building,30.959116,22.060028,6.2170014
No,-9.388066,31.998734,-5.688092
show,13.284755,-6.551995,-6.754889
Building,30.959116,22.060028,6.2170014
If,-7.026427,28.26345,-16.523142
Building,23.112347,32.572105,-1.4753455
Comparing,-18.613855,-16.061625,-24.80643
Variations,-30.972746,0.59196824,-15.733441
An,-43.511505,0.045453973,-4.5067196
Pros,-1.9553319,17.460398,0.14371249
annotation,16.677969,-28.92463,22.678335
Cons,-1.0200102,15.567224,-0.9523458
Building,33.316254,19.82011,6.6993666
Comparing,-15.390202,-22.513184,-34.44504
Variations,-31.68915,1.1378453,-15.746304
Another,-22.325357,12.709653,-4.0918717
Building,18.159513,28.194088,-14.803327
Comparing,-15.390202,-22.513184,-34.44504
Variations,-31.810097,0.6881184,-14.97863
Building,17.622307,30.411333,-18.093786
Comparing,-15.390202,-22.513184,-34.44504
Variations,-31.731798,0.07087169,-15.6595955
It,-21.050644,37.305004,-6.346942
difficult,-15.756612,0.52253294,-0.9664505
It,-17.321913,36.349285,-7.277439
Building,33.316254,19.82011,6.6993666
Comparing,-15.390202,-22.513184,-34.44504
We,-33.60958,26.628677,8.202943
also,-19.59248,15.921343,-12.584143
By,-3.6845553,17.182602,-7.0457244
can,-36.194904,5.205189,16.415676
difference,-25.954197,-8.219583,-25.217863
Building,30.959116,22.060028,6.2170014
Comparing,-15.390202,-22.513184,-34.44504
Another,-23.22409,12.922579,-3.6558664
Be,-19.592098,22.390263,-3.894374
many,-25.711376,2.441729,-7.1637406
chart,23.961187,-16.576439,4.4119997
appropriate,-7.683816,0.67884433,-16.289192
Building,30.959116,22.060028,6.2170014
Comparing,-18.613855,-16.061625,-24.80643
Another,-22.026817,12.186972,-3.2715054
Be,-19.592098,22.390263,-3.894374
many,-25.712467,2.4450114,-7.1653976
chart,27.143389,-19.399117,4.3488507
appropriate,-7.813666,1.1375431,-17.06601
Building,30.959116,22.060028,6.2170014
Comparing,-15.390202,-22.513184,-34.44504
It,-20.135416,36.086586,-4.854858
Building,21.812347,31.31399,-9.327876
Comparing,-9.091691,-33.042255,-26.420103
Pros,-1.9553319,17.460398,0.14371249
Cons,-1.2388394,15.254427,-0.38320264
chart,26.131992,-18.990889,5.333517
An,-43.511505,0.045453973,-4.5067196
Building,19.29007,29.20474,-17.895473
Comparing,-18.613855,-16.061625,-24.80643
Stacked,-27.971495,-20.978586,-17.491776
Building,20.801607,27.594435,-13.640808
Comparing,-15.390202,-22.513184,-34.44504
baseline,6.8316736,-6.2181964,11.929408
Often,-31.017105,-9.198327,-9.37104
surveysLikert,10.186987,-25.100843,4.8972754
Building,24.143967,34.140156,0.2869448
Comparing,-9.091691,-33.042255,-26.420103
easier,-14.124933,0.87214226,-5.9902854
share,40.15414,2.2707617,1.2064723
agree,-12.418638,3.547925,-15.892898
Then,-12.290474,31.835485,4.446382
bar,13.787419,-6.8271255,16.123457
Building,20.801607,27.594435,-13.640808
Comparing,-15.390202,-22.513184,-34.44504
used,-1.8997548,9.446151,-15.610702
It,-19.440016,35.718353,-6.6972427
distribution,44.301388,-1.4363679,-0.35667297
Then,-13.383263,31.981928,4.145958
diverging,14.245452,17.44581,-3.1304512
Building,30.959116,22.060028,6.2170014
Comparing,-15.390202,-22.513184,-34.44504
Diverging,13.446061,18.91433,-2.037513
Paired,-17.81443,-10.17691,-16.435837
Stacked,-29.380615,-18.014624,-16.9446
Which,-16.684645,19.451765,-24.728865
Building,30.959116,22.060028,6.2170014
Exercise,12.257147,34.356834,2.6863894
Making,8.372218,10.336801,4.3506374
Building,30.959116,22.060028,6.2170014
Comparing,-9.091691,-33.042255,-26.420103
In,-2.6152897,38.929226,-1.2894598
then,-12.881303,30.247414,3.7512343
It,-40.606144,10.892657,6.58753
Building,30.959116,22.060028,6.2170014
Comparing,-9.091691,-33.042255,-26.420103
Building,24.143967,34.140156,0.2869448
Comparing,-17.593502,-22.993452,-28.952312
We,-33.60958,26.628677,8.202943
Building,18.989815,30.031492,-14.113251
Comparing,-9.091691,-33.042255,-26.420103
Use,-0.87806386,17.485207,-16.289955
Building,20.238962,29.297462,-15.685777
Comparing,-9.091691,-33.042255,-26.420103
We,-31.90358,18.060272,0.2820477
Building,30.959116,22.060028,6.2170014
Comparing,-9.091691,-33.042255,-26.420103
Unit,-30.080479,-0.9959556,19.218853
Building,19.810078,31.194342,-15.521116
Comparing,-18.613855,-16.061625,-24.80643
Isotype,-13.457221,-44.026993,-1.9656953
Isotype,-13.457221,-44.026993,-1.9656953
Building,19.28509,27.694403,-16.546606
Comparing,-9.091691,-33.042255,-26.420103
Isotype,-13.457221,-44.026993,-1.9656953
Building,30.959116,22.060028,6.2170014
Comparing,-9.091691,-33.042255,-26.420103
Isotype,-13.457221,-44.026993,-1.9656953
accuracy,-8.393107,-15.493825,1.1921816
Building,33.316254,19.82011,6.6993666
Comparing,-9.091691,-33.042255,-26.420103
Isotype,-13.457221,-44.026993,-1.9656953
Building,20.91744,30.293987,-17.2578
Comparing,-20.83937,-16.043655,-25.274689
Isotype,-13.457221,-44.026993,-1.9656953
Building,33.316254,19.82011,6.6993666
Comparing,-9.091691,-33.042255,-26.420103
Waffle,-21.663298,-11.615164,18.885714
parttowhole,-22.481134,-22.544275,-2.9525583
Building,33.316254,19.82011,6.6993666
Comparing,-18.613855,-16.061625,-24.80643
Heatmaps,16.47828,-21.110287,9.819129
They,-34.861343,16.538641,-13.659705
They,-35.590633,16.019903,-13.878801
values,-6.713249,-13.781193,31.367788
Building,33.316254,19.82011,6.6993666
Comparing,-9.091691,-33.042255,-26.420103
categories,-4.9015045,-29.157272,18.235771
heatmap,17.20499,-20.354214,10.849897
Building,33.316254,19.82011,6.6993666
Comparing,-9.091691,-33.042255,-26.420103
Building,33.316254,19.82011,6.6993666
Comparing,-18.435984,-26.920757,-26.836943
heatmap,17.205124,-20.354137,10.850074
Building,21.86569,30.162615,-0.4072965
Comparing,-9.091691,-33.042255,-26.420103
Building,33.316254,19.82011,6.6993666
Comparing,-9.091691,-33.042255,-26.420103
In,-3.001167,33.124046,2.1506686
Pros,-1.9553319,17.460398,0.14371249
Cons,-0.62998444,15.567579,-0.39145398
numbers,-31.264608,-3.372313,13.907549
Building,33.316254,19.82011,6.6993666
Comparing,-9.091691,-33.042255,-26.420103
Building,19.29007,29.20474,-17.895473
Comparing,-18.613855,-16.061625,-24.80643
bubble,-17.577,-18.641588,18.401192
nested,-10.75529,1.4273865,9.935474
Nested,-10.7551775,1.4355359,9.935123
chartsyourfeedbackplease,11.219785,-24.9502,5.2631183
Building,16.419815,27.664492,-17.511953
Comparing,-9.091691,-33.042255,-26.420103
categories,-4.2839932,-29.498547,19.264517
Waterfall,-24.435642,-8.951091,23.247726
chart,26.664705,-16.137718,1.9582806
Building,33.316254,19.82011,6.6993666
Comparing,-17.593502,-22.993452,-28.952312
categories,-4.2839932,-29.498547,19.264517
Waterfall,-25.570614,-7.9668536,20.70933
chart,25.717873,-19.517958,4.013004
Building,33.316254,19.82011,6.6993666
Comparing,-9.091691,-33.042255,-26.420103
comparison,-17.49198,-20.16367,-22.4435
Some,-31.033022,0.5416769,-5.1709294
eyecatching,-1.5531394,-5.414851,-23.360962
It,-42.043293,15.79227,11.063105
PART,-25.3221,0.7844946,20.620752
Start,11.636565,28.310259,26.429045
Start,11.636565,28.310259,26.429045
Data,9.300082,-19.218084,33.663082
Excel,10.462223,-23.701004,12.991725
Remember,-8.604778,-10.535412,-22.851547
graph,18.10886,-14.775795,2.3968227
Data,9.300082,-19.218084,33.663082
Excel,11.029611,-23.559807,13.072824
Start,11.636565,28.310259,26.429045
Tableau,-1.8257571,-25.704422,30.48516
Start,23.350092,33.862274,14.108126
How,4.2642207,30.850706,-25.810286
Start,13.9236,23.276817,9.779921
How,4.2642207,30.850706,-25.810286
Join,-13.703334,-5.8324146,-19.286024
Data,4.2029405,1.955394,40.477776
Available,-6.831806,3.457086,-11.950959
sheets,10.593981,-20.100304,12.659225
Worksheet,10.415079,-20.163467,12.540158
tab,15.152676,-13.085941,18.916073
Preview,14.854191,-4.436061,9.520128
Start,11.636565,28.310259,26.429045
How,6.240364,32.300144,-25.574476
If,-7.8023415,37.204796,-18.132023
unhide,12.441069,-5.340057,-12.008651
columns,10.550278,-10.062597,24.182352
Hide,12.300133,-5.314899,-10.521993
columns,10.550278,-10.062597,24.182352
Start,11.636565,28.310259,26.429045
How,4.2642207,30.850706,-25.810286
Rename,4.8961935,15.711351,2.0388541
columns,10.564113,-9.510174,23.655256
Start,11.636565,28.310259,26.429045
How,4.2642207,30.850706,-25.810286
Change,5.8251276,17.149208,4.0022345
Number,-31.613865,-6.230504,12.469738
Start,11.636565,28.310259,26.429045
How,5.883353,29.135767,-20.832748
Split,41.060017,2.6002624,-0.5898633
Using,-4.852802,14.009937,-12.409263
Start,13.925027,26.816494,10.741262
Select,25.307629,6.218547,-21.346634
Dimensions,-12.225872,-14.072926,6.182737
categories,-4.9015045,-29.157272,18.235771
Measures,-25.850574,-26.436312,12.205627
continuous,1.1486987,1.283209,-3.2304306
numbers,-32.28737,-3.8664188,14.549874
Suggested,-6.651705,9.202872,-24.211065
options,14.630633,10.644793,-14.855325
visualization,12.900131,-19.578512,-6.1559024
Area,-1.4766475,-3.586691,12.859639
Start,12.212883,23.57174,11.428528
Bar,15.435544,-6.704099,17.274757
Select,25.307629,6.218547,-21.346634
Corresponds,-14.97223,-9.382377,-9.209255
horizontal,-14.930065,-5.623795,11.185812
Corresponds,-14.972305,-9.382398,-9.209282
vertical,-13.578888,-2.887376,12.08813
Bar,15.435544,-6.704099,17.274757
Start,14.298599,24.745443,11.745982
Paired,-17.884424,-10.162465,-17.022833
Start,13.925027,26.816494,10.741262
Paired,-17.81443,-10.17691,-16.435837
Start,13.10626,25.15251,9.618281
Stacked,-28.83985,-22.232233,-16.727135
Start,14.298599,24.745443,11.745982
Start,11.636565,28.310259,26.429045
Stacked,-28.539185,-21.123634,-16.4137
chart,26.131992,-18.990889,5.333517
Stacked,-28.267952,-22.094988,-17.787086
Start,11.636565,28.310259,26.429045
Stacked,-27.67675,-21.874374,-16.751978
Start,23.350092,33.862274,14.108126
Bubble,-17.45826,-17.236994,18.07788
Start,11.636565,28.310259,26.429045
Bubble,-16.912895,-17.56314,17.284773
Start,14.298599,24.745443,11.745982
here,-28.120903,18.958553,-14.11695
dimensionsmeasur,-12.6476345,-15.265379,5.2108593
es,-10.130067,1.6900579,26.211582
graph,17.681307,-15.173146,1.6924918
Bubble,-18.216818,-17.645004,17.349148
Start,11.636565,28.310259,26.429045
Edit,39.497593,-0.018731656,-15.845941
labels,4.47759,-6.8589015,31.795832
Isotype,-13.457221,-44.026993,-1.9656953
Start,13.10626,25.15251,9.618281
How,6.376204,28.523434,-21.915895
chart,25.717873,-19.517958,4.013004
Bubble,-17.436905,-18.388279,16.972715
Start,11.636565,28.310259,26.429045
Edit,38.59296,-0.3143428,-15.767385
color,28.852283,6.5326214,35.504105
Bubble,-18.216818,-17.645004,17.349148
Start,11.636565,28.310259,26.429045
Change,5.8251276,17.149208,4.0022345
bubbles,-18.058014,-19.698088,19.032324
word,4.1144376,-15.040375,15.926975
Highlight,8.139357,-6.390191,-11.539039
Start,11.636565,28.310259,26.429045
Edit,39.18927,-0.770078,-16.35882
color,28.852283,6.5326214,35.504105
Heat,-9.094166,1.2535778,-1.4870406
Start,13.9236,23.276817,9.779921
Drag,-10.499192,-17.176191,17.931667
This,-40.241714,5.8782763,-21.741686
color,28.852283,6.5326214,35.504105
numbers,-32.28737,-3.8664188,14.549874
Start,14.298599,24.745443,11.745982
Dot,-27.557013,-15.088205,16.095715
We,-32.541954,16.211727,-0.4406224
amount,-17.138536,-22.770866,6.6620474
Step,-25.19951,6.577708,9.915918
bar,13.967904,-6.064209,16.127737
Start,11.636565,28.310259,26.429045
Dot,-26.882807,-15.902288,16.859781
Step,-24.158213,5.4778013,8.75849
Start,14.298599,24.745443,11.745982
Dot,-26.760775,-15.973437,15.563045
Step,-25.972063,7.4308643,6.946225
graph,17.206871,-15.038297,2.4658725
Start,14.298599,24.745443,11.745982
Dot,-26.268557,-14.953946,16.208065
Step,-26.730885,7.5727496,8.855339
Start,11.636565,28.310259,26.429045
Dot,-26.882807,-15.902288,16.859781
Step,-25.711893,4.3894033,9.394561
year,-22.004356,6.518561,31.938862
Start,14.298599,24.745443,11.745982
Dot,-26.882807,-15.902288,16.859781
one,-29.143667,-7.751635,1.2060803
Start,11.636565,28.310259,26.429045
Diverging,13.7277155,19.255905,-0.79467696
Carbon,-6.378199,-0.22504756,12.885298
Under,-7.779069,7.6542487,9.323352
reverse,6.379615,14.224125,-7.703855
Year,-22.003334,6.5163555,31.939415
Start,11.636565,28.310259,26.429045
Diverging,14.677982,18.83131,-1.6607381
Step,-21.693447,-12.734883,32.39168
variables,-4.1592245,-14.425188,27.471851
Create,9.692744,17.224726,-39.095562
measuresvariables,-26.875896,-26.27939,16.231256
Right,-17.890558,-4.1696196,8.302868
area,-2.141616,-4.241767,12.484521
Start,11.636565,28.310259,26.429045
Diverging,13.843276,17.998373,-1.2016613
Start,14.298599,24.745443,11.745982
Diverging,13.446061,18.91433,-2.037513
Step,-21.693447,-12.734883,32.39168
Start,11.636565,28.310259,26.429045
Diverging,13.446061,18.91433,-2.037513
Step,-22.130898,-18.957893,29.23451
Drag,-10.2212715,-16.831625,17.76453
color,28.852283,6.5326214,35.504105
Start,16.419966,25.391298,9.27252
Make,10.520707,4.8726263,-23.605589
Step,-22.130898,-18.957893,29.23451
Start,11.636565,28.310259,26.429045
Make,10.520707,4.8726263,-23.605589
Step,-22.130898,-18.957893,29.23451
Start,16.419966,25.391298,9.27252
Make,12.4136095,5.414445,-25.5124
Step,-27.107887,4.3662014,7.9346924
Start,16.419966,25.391298,9.27252
Make,10.625226,6.2155657,-26.838634
Step,-21.693447,-12.734883,32.39168
Start,16.419966,25.391298,9.27252
Make,10.625226,6.2155657,-26.838634
Step,-21.693447,-12.734883,32.39168
Time,-2.2264695,27.867088,15.336598
SM,-9.001697,-33.92772,6.9819407
Understanding,-7.3924494,-21.62703,-22.202942
Week,-24.064611,-0.6484129,34.608578
Dr,27.903765,25.49791,19.910013
chenyanghecuhkeduhk,-35.45588,-19.86285,9.356261
Design,25.258211,13.556371,-10.4149065
Building,33.316254,19.82011,6.6993666
Start,16.419966,25.391298,9.27252
PART,-29.79737,11.438264,32.44111
Design,2.0039988,24.039917,-5.8235087
Design,5.4495997,25.240404,-6.6429467
Data,9.300082,-19.218084,33.663082
Design,26.017729,12.55001,-8.376522
Data,9.300082,-19.218084,33.663082
To,-17.861076,16.671358,20.598719
aware,-2.809339,-12.18874,-18.799414
¼,-38.4367,-13.012608,17.559828
¼,-37.473286,-12.116672,15.194754
Design,24.283064,12.573956,-6.8786564
Why,-6.9416933,11.365932,-42.930794
To,-27.891312,21.28846,21.534636
randomness,-3.8042722,-4.109354,-15.979274
driven,3.8528996,-0.01009148,-25.438229
Design,26.017729,12.55001,-8.376522
Pragmatic,3.2322073,-19.094198,-22.365753
learning,-2.9575617,-15.160439,-5.247232
Reducing,6.861292,12.011231,-4.629499
break,5.836828,6.431505,-10.039722
organize,7.090012,2.718835,-17.501266
Protect,3.1830907,8.840404,-16.760227
squeezing,11.316956,8.707693,-9.331514
experimentation,7.9684463,-15.465263,-30.288546
Facilitate,4.546859,6.758966,-17.412495
process,10.702249,2.3925292,-5.673304
adaptability,-3.9702346,-1.8866171,-12.014648
Design,23.620556,12.771039,-8.913265
each,-43.677406,-1.3117145,6.9856663
Always,-32.568676,-16.027094,-8.659369
always,-32.359375,-16.267452,-9.844607
speed,-10.958682,-5.96923,-0.6903835
Partitioning,5.63832,2.7607496,1.1433752
require,-9.188364,14.69128,2.1516793
Design,26.017729,12.55001,-8.376522
Design,25.314753,10.948673,-10.511091
Design,23.652132,9.216138,-8.616389
Design,2.0039988,24.039917,-5.8235087
Design,5.4495997,25.240404,-6.6429467
Design,4.145683,26.921013,-5.4755354
Design,4.145683,26.921013,-5.4755354
Design,27.66341,9.497189,-8.810527
Design,5.4495997,25.240404,-6.6429467
Design,25.258211,13.556371,-10.4149065
¼,-36.739975,4.164871,27.743204
¼,-38.4367,-13.012608,17.559828
¼,-38.4367,-13.012608,17.559828
¼,-38.4367,-13.012608,17.559828
Design,6.375903,26.345264,-4.685999
Design,25.258211,13.556371,-10.4149065
What,-23.658972,10.921764,-33.83264
society,0.80396765,2.4584348,18.182775
Design,5.4495997,25.240404,-6.6429467
Design,26.017729,12.55001,-8.376522
Although,-12.347158,18.352331,-8.623804
always,-32.067406,-15.656963,-9.71467
There,-28.982275,21.142698,-9.749191
around,-11.869086,12.235127,10.885872
Also,-17.969704,14.63005,-11.136442
Design,38.42833,6.401612,-9.517248
General,-16.940754,3.1673906,6.6479044
This,-29.135658,3.1513371,-24.376173
anything,-29.778358,3.8650768,0.62070584
Managing,4.9502363,9.008594,7.8529925
management,4.9091396,8.977061,7.906647
Room,-0.31522802,-2.907969,13.077557
Design,4.145683,26.921013,-5.4755354
General,-16.940754,3.1673906,6.6479044
Heuristics,6.132833,-28.742094,-13.497127
will,-23.681763,18.792751,6.5393195
techniques,4.5669894,-19.803637,-29.396013
Pen,-21.772873,-13.038204,17.707582
Notetaking,31.15161,-22.659464,18.640223
Communication1,-0.7446533,-20.538824,2.626347
speaking,16.086815,-2.0122025,-2.9274971
Design,44.245354,5.577962,-9.921282
General,-16.940754,3.1673906,6.6479044
Heuristic,5.983417,-28.81226,-13.262458
practical,3.3036478,-18.910309,-22.34769
Design,29.850145,8.295394,-13.150422
General,-16.362274,2.2282972,6.386003
Research,-0.71128595,-15.415595,-4.0393434
Attention,-2.8077526,-10.0291605,-18.797585
Make,11.037737,4.8895574,-27.32405
Be,-20.095953,22.802877,-4.8221416
things,-31.895952,4.0683045,-2.0838528
Learn,-3.894712,-14.563277,-6.0473156
output,14.038789,-7.679025,-3.3682256
Design,25.258211,13.556371,-10.4149065
Design,6.375903,26.345264,-4.685999
information,-3.0007594,-19.114336,-1.4277778
¼,-35.942726,6.1497335,27.99043
¼,-43.16855,-2.5765634,20.38237
Spending,3.73905,-0.8079906,-31.069372
definitions,22.266901,-15.499357,-36.329556
There,-32.19754,18.58831,-22.214542
Design,5.4495997,25.240404,-6.6429467
Form,11.274295,3.9174762,6.1728144
Think,-0.8201986,-22.344196,-11.516411
Design,37.138744,8.567761,-4.2168756
My,-40.213467,16.990898,-6.7674007
Fvf6Elp3D0listRDLV,0.62459713,-31.314974,8.941458
eaXZRAAc8Qindex3,0.9267215,-30.382738,9.910909
Design,25.258211,13.556371,-10.4149065
Defining,16.60675,-13.392345,-39.3052
This,-40.241714,5.8782763,-21.741686
It,-40.606144,10.892657,6.58753
understanding,-4.5291495,-17.48957,-20.232351
What,-23.658972,10.921764,-33.83264
To,-28.83003,16.498417,19.544075
answer,-12.569793,6.1699886,-18.11141
subject,0.29553333,-10.368156,18.09002
Design,5.4495997,25.240404,-6.6429467
Defining,24.454271,-12.589922,-32.033787
Dont,-13.955482,23.995192,-4.137866
why,-8.848267,10.826299,-42.914383
At,-22.697077,16.8326,26.73716
detailed,-9.863316,-19.863615,0.25154933
Thinking,1.4389908,-21.926586,-9.893961
Your,-36.55292,17.69055,-8.8295965
workflow,-6.387905,1.7230402,-3.271964
potential,-4.2413087,21.730968,0.6455732
Design,4.145683,26.921013,-5.4755354
Defining,-3.0153842,-15.556779,-41.006973
Personal,-2.1982079,2.2353082,19.34226
Stakeholder,5.269755,10.962756,29.078474
Audience,4.7800107,10.050639,28.62094
Anticipated,3.3013818,-3.192723,-20.134275
knowing,-3.1064117,-14.362411,-19.105436
Potential,-4.048747,21.403204,0.6328668
Design,4.145683,26.921013,-5.4755354
Defining,18.081469,-14.381054,-40.30704
Why,-4.2623386,12.098591,-43.26574
Design,4.145683,26.921013,-5.4755354
Defining,18.081469,-14.381054,-40.30704
Defining,16.903706,-12.960744,-41.252346
Defining,18.89798,-12.990389,-41.55251
requirements,-9.780356,14.155824,3.0879946
These,-36.69228,6.4770513,-10.149148
shape,18.187014,-11.145522,8.546567
constraints,-4.1569624,-11.9221325,8.833069
Design,4.145683,26.921013,-5.4755354
Defining,-3.0153842,-15.556779,-41.006973
People,-1.3633196,2.7685382,18.800106
Who,-45.797913,12.447112,-13.755819
Consumption,3.9553246,-0.6691676,-28.441753
It,-17.918823,36.32874,-5.273339
Setting,15.270569,10.400039,0.98237365
Will,-20.808231,18.633062,5.9716544
Will,-20.812454,18.633099,5.9738665
Frequency,-11.073848,-5.4283113,-2.195578
It,-18.95693,37.88364,-7.3308954
To,-17.861076,16.671358,20.598719
Design,6.497787,28.295069,-7.3379607
Defining,16.903706,-12.960744,-41.252346
Constraints,-4.3242197,-11.84939,8.546434
Pressures,-0.50348353,-10.587398,8.636549
Rules,21.160154,-2.034414,26.234993
Restrictions,-4.577004,-11.69585,10.288057
Deliverables,29.117653,-1.1073555,0.56091064
What,-23.658972,10.921764,-33.83264
Estimated,-11.232176,-24.977488,-13.743473
Resources,1.8670936,-13.343371,2.7859776
Knowledge,-2.062644,-15.499066,-4.572634
Design,26.017729,12.55001,-8.376522
Defining,-3.0153842,-15.556779,-41.006973
Whats,-8.916738,23.343498,-29.287458
circumstances,-10.406524,13.044581,5.8807697
of,-22.00414,30.21814,15.920279
Design,6.497787,28.295069,-7.3379607
Defining,18.081469,-14.381054,-40.30704
After,-1.7452788,10.324772,5.0433617
Design,6.497787,28.295069,-7.3379607
Defining,-3.0153842,-15.556779,-41.006973
Context,4.997033,-2.084052,17.458963
Vision,17.2645,-21.911999,-12.38375
Vision,17.832901,-22.500647,-11.958222
imagination,9.839799,-15.071131,-11.481665
What,-20.849718,28.692884,-19.153059
Depending,-14.461554,0.79160273,-23.25977
understanding,-4.5291495,-17.48957,-20.232351
of,-15.1259775,26.808756,13.346017
Design,6.497787,28.295069,-7.3379607
Defining,18.081469,-14.381054,-40.30704
Purpose,-1.8703932,8.706084,-31.880116
Although,-12.347158,18.352331,-8.623804
there,-26.672176,20.043013,-10.664812
To,-28.83003,16.498417,19.544075
Defining,24.454271,-12.589922,-32.033787
Design,6.497787,28.295069,-7.3379607
Defining,18.081469,-14.381054,-40.30704
Purpose,-2.2376075,8.242504,-32.67949
dimensions,-12.595953,-14.134494,6.224494
Horizontal,-14.207591,-5.1006145,12.1842
three,-29.546879,-4.184436,3.8497527
audience,4.3637433,9.2261305,28.393002
Vertical,-13.534369,-2.9204347,12.196396
different,-19.90445,-1.1198469,-14.8318205
audience,4.3616242,9.22133,28.40392
Design,23.620556,12.771039,-8.913265
Defining,24.454271,-12.589922,-32.033787
Design,6.497787,28.295069,-7.3379607
Defining,-3.0153842,-15.556779,-41.006973
PurposeTone,2.2007298,7.45584,-32.72276
Reading,6.4392037,11.020312,21.88913
ease,-15.033039,-0.1475184,-8.188147
relationships,-8.087968,-13.522755,-13.384448
sense,-2.5368426,-18.995934,-13.43742
Feeling,1.3979743,-20.746866,-9.081093
More,-19.240551,7.659322,-5.651034
amplifying,12.124509,9.100109,-8.048267
Design,23.620556,12.771039,-8.913265
Defining,-3.0153842,-15.556779,-41.006973
PurposeTone,2.2007298,7.45584,-32.72276
Filmographics,29.431353,-25.31035,-0.32632357
Lee,-13.588498,-10.537135,18.338234
visualisingdatacom,6.917645,-25.52342,-2.7545977
Design,6.497787,28.295069,-7.3379607
Defining,-3.0153842,-15.556779,-41.006973
PurposeTone,2.2007298,7.45584,-32.72276
Design,6.497787,28.295069,-7.3379607
Defining,-3.0153842,-15.556779,-41.006973
PurposeExperience,-4.781018,-10.160034,-2.8262565
Explanatory,15.116813,-17.964552,-23.226353
Explanatory,15.117038,-17.964401,-23.226446
viewer,5.090373,7.6147695,24.00162
highlight,8.088452,-6.4156165,-11.764275
providing,5.6116824,9.13588,-17.525866
Design,24.926247,15.628495,-7.877996
Defining,18.256908,-12.384646,-39.767643
PurposeExperience,-5.134703,-9.626907,-2.1402621
Exploratory,12.934655,-17.282862,-26.16211
Exploratory,12.705003,-16.334522,-25.855373
interrogate,7.540726,-11.569743,-34.215992
In,-26.110628,37.195263,6.5440226
emphasized,5.5676637,-6.9111366,-14.011968
Sometimes,-34.048138,-8.250967,-9.077106
specific,-12.854568,-17.383307,-1.9506617
Design,6.497787,28.295069,-7.3379607
Defining,-3.0153842,-15.556779,-41.006973
PurposeExploratory,13.949108,-16.313982,-26.942175
Try,-2.0508416,13.038303,-22.378046
1MTY3MTE5MTcNDc3MTAy,1.3108339,-28.486801,8.557866
MQMjg5NDg3MDkNzE4MjQx,0.21991643,-29.149088,8.532077
CONTIGUOUS_USNjU4ODkMjQ,1.2718655,-29.055273,6.1994996
xNjk2MzQMAINMzc3MzgxO,0.1750609,-27.375317,8.910319
QMTA4MTE3NjEMQCNNDU0,1.0569488,-29.769089,8.486875
MjU1MANTEzMDU5NQMgJP,-0.08400872,-28.940977,7.2551484
NTY5NTE3MzIwMzUxMzYMA,1.1814002,-28.21684,8.285244
Design,40.49778,11.267889,-9.696378
Defining,-3.0153842,-15.556779,-41.006973
PurposeExperience,-5.346409,-10.468669,-2.2393987
Exhibitory,14.880774,-14.177006,-22.256445
Exhibitory,14.880949,-14.177084,-22.256462
This,-29.135658,3.1513371,-24.376173
viewer,5.090391,7.614641,24.00178
Design,24.926247,15.628495,-7.877996
Defining,18.256908,-12.384646,-39.767643
PurposeExperience,-5.695781,-9.932382,-2.8386397
What,-23.658972,10.921764,-33.83264
Design,41.978947,17.089375,-5.995117
Defining,-3.0153842,-15.556779,-41.006973
To,-28.271519,17.55703,21.168285
Is,-25.776949,30.639858,-2.8649266
What,-23.658972,10.921764,-33.83264
What,-20.849718,28.692884,-19.153059
Anything,-29.693127,3.8550768,0.69440967
Design,24.926247,15.628495,-7.877996
Summary,0.46457013,12.041164,14.151956
Context,4.9972115,-2.084108,17.459099
conditions,-10.062561,13.569236,4.395101
Vision,17.832901,-22.500647,-11.958222
of,-18.689997,29.065798,16.814695
PART,-14.840757,9.436531,19.83113
Building,33.316254,19.82011,6.6993666
Building,33.316254,19.82011,6.6993666
Comparing,-19.550373,-17.00224,-26.702904
In,-26.110628,37.195263,6.5440226
In,-3.001167,33.124046,2.1506686
Building,24.143967,34.140156,0.2869448
